CityName,VehicleTypeId,Description,Year,Month,Count,Amount
Surat,1,MOPED/SCOOTER                                ,2001,2,47,3729
Surat,2,MOTOR CYCLE                                  ,2001,2,15,1550
Surat,3,AUTO RICKSHAW,2001,2,5,830
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2001,2,17,2737
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,2,4,600
Surat,21,TEMPO,2001,2,15,1974
Surat,1,MOPED/SCOOTER                                ,2001,3,78,4663
Surat,2,MOTOR CYCLE                                  ,2001,3,44,3555
Surat,3,AUTO RICKSHAW,2001,3,8,756
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2001,3,50,5800
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,3,5,720
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2001,3,8,1450
Surat,21,TEMPO,2001,3,1,36
Surat,1,MOPED/SCOOTER                                ,2001,4,322,17362
Surat,2,MOTOR CYCLE                                  ,2001,4,141,7736
Surat,3,AUTO RICKSHAW,2001,4,20,1008
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2001,4,148,13276
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,4,58,12312
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2001,4,22,4248
Surat,21,TEMPO,2001,4,29,2256
Surat,1,MOPED/SCOOTER                                ,2001,5,152,9454
Surat,2,MOTOR CYCLE                                  ,2001,5,94,7492
Surat,3,AUTO RICKSHAW,2001,5,16,1332
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2001,5,114,12868
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,5,24,4416
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2001,5,2,360
Surat,21,TEMPO,2001,5,18,1554
Surat,1,MOPED/SCOOTER                                ,2001,6,174,15788
Surat,2,MOTOR CYCLE                                  ,2001,6,57,6297
Surat,3,AUTO RICKSHAW,2001,6,12,1008
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2001,6,59,9168
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2001,6,2,720
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,6,14,4392
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2001,6,14,10644
Surat,21,TEMPO,2001,6,14,1656
Surat,1,MOPED/SCOOTER                                ,2001,7,162,20154
Surat,2,MOTOR CYCLE                                  ,2001,7,76,6080
Surat,3,AUTO RICKSHAW,2001,7,8,1644
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2001,7,86,13494
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,7,8,792
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2001,7,2,360
Surat,21,TEMPO,2001,7,6,296
Surat,1,MOPED/SCOOTER                                ,2001,8,81,9783
Surat,2,MOTOR CYCLE                                  ,2001,8,32,2720
Surat,3,AUTO RICKSHAW,2001,8,10,1844
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2001,8,41,7208
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,8,12,2520
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2001,8,2,360
Surat,1,MOPED/SCOOTER                                ,2001,9,82,7692
Surat,2,MOTOR CYCLE                                  ,2001,9,31,2935
Surat,3,AUTO RICKSHAW,2001,9,4,288
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2001,9,38,4204
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2001,9,2,144
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2001,9,4,420
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,9,6,984
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2001,9,2,360
Surat,21,TEMPO,2001,9,2,288
Surat,1,MOPED/SCOOTER                                ,2001,10,46,5638
Surat,2,MOTOR CYCLE                                  ,2001,10,32,2514
Surat,3,AUTO RICKSHAW,2001,10,8,1632
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2001,10,20,3840
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2001,10,2,552
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,10,6,864
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2001,10,2,360
Surat,1,MOPED/SCOOTER                                ,2001,11,63,4916
Surat,2,MOTOR CYCLE                                  ,2001,11,28,1932
Surat,3,AUTO RICKSHAW,2001,11,6,216
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2001,11,90,8178
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2001,11,2,360
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,11,8,576
Surat,21,TEMPO,2001,11,4,216
Surat,1,MOPED/SCOOTER                                ,2001,12,33,4208
Surat,2,MOTOR CYCLE                                  ,2001,12,23,2178
Surat,3,AUTO RICKSHAW,2001,12,4,1812
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2001,12,19,4458
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2001,12,7,708
Surat,21,TEMPO,2001,12,2,144
Surat,1,MOPED/SCOOTER                                ,2002,1,64,5847
Surat,2,MOTOR CYCLE                                  ,2002,1,29,2580
Surat,3,AUTO RICKSHAW,2002,1,61,6444
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2002,1,26,5640
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2002,1,1,240
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2002,1,62,13262
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2002,1,6,2940
Surat,21,TEMPO,2002,1,102,13479
Surat,1,MOPED/SCOOTER                                ,2002,2,57,5068
Surat,2,MOTOR CYCLE                                  ,2002,2,41,3477
Surat,3,AUTO RICKSHAW,2002,2,91,12994
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2002,2,41,8982
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2002,2,1,60
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2002,2,6,379
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2002,2,266,56129
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2002,2,9,2725
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2002,2,1,84
Surat,14,TRAILER 4 TO 8 TON,2002,2,2,516
Surat,21,TEMPO,2002,2,142,16837
Surat,1,MOPED/SCOOTER                                ,2002,3,42,3161
Surat,2,MOTOR CYCLE                                  ,2002,3,27,2488.36
Surat,3,AUTO RICKSHAW,2002,3,21,3340
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2002,3,33,3611
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2002,3,1,1188
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2002,3,3,19840
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2002,3,2,172
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2002,3,134,33935
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2002,3,4,2142
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2002,3,1,180
Surat,14,TRAILER 4 TO 8 TON,2002,3,2,680
Surat,21,TEMPO,2002,3,16,1520
Surat,1,MOPED/SCOOTER                                ,2002,4,255,24149
Surat,2,MOTOR CYCLE                                  ,2002,4,108,12000
Surat,3,AUTO RICKSHAW,2002,4,56,7646
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2002,4,126,14926
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2002,4,8,1210
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2002,4,203,56490
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2002,4,26,9610
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2002,4,15,5022
Surat,14,TRAILER 4 TO 8 TON,2002,4,2,932
Surat,21,TEMPO,2002,4,201,37021
Surat,1,MOPED/SCOOTER                                ,2002,5,85,7711
Surat,2,MOTOR CYCLE                                  ,2002,5,39,4130
Surat,3,AUTO RICKSHAW,2002,5,89,9989
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2002,5,34,4236
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2002,5,6,1430
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2002,5,137,40419
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2002,5,21,10860
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2002,5,2,460
Surat,14,TRAILER 4 TO 8 TON,2002,5,1,180
Surat,21,TEMPO,2002,5,141,17766
Surat,1,MOPED/SCOOTER                                ,2002,6,78,8640
Surat,2,MOTOR CYCLE                                  ,2002,6,24,1687
Surat,3,AUTO RICKSHAW,2002,6,37,3857
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2002,6,47,4999
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2002,6,1,180
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2002,6,20,3774
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2002,6,182,54650
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2002,6,22,7321
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2002,6,4,2788
Surat,14,TRAILER 4 TO 8 TON,2002,6,1,1020
Surat,21,TEMPO,2002,6,129,20800
Surat,1,MOPED/SCOOTER                                ,2002,7,60,5506
Surat,2,MOTOR CYCLE                                  ,2002,7,46,8337
Surat,3,AUTO RICKSHAW,2002,7,51,5738
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2002,7,38,5400
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2002,7,2,600
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2002,7,1,200
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2002,7,6,1522
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2002,7,194,55884
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2002,7,19,5218
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2002,7,7,1910
Surat,14,TRAILER 4 TO 8 TON,2002,7,1,500
Surat,20,WHEEL DOZER                                  ,2002,7,1,360
Surat,21,TEMPO,2002,7,113,19659
Surat,1,MOPED/SCOOTER                                ,2002,8,33,3108
Surat,2,MOTOR CYCLE                                  ,2002,8,29,2042
Surat,3,AUTO RICKSHAW,2002,8,54,6826
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2002,8,25,3038
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2002,8,11,1199
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2002,8,184,51413
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2002,8,10,5100
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2002,8,7,1310
Surat,21,TEMPO,2002,8,90,13188
Surat,1,MOPED/SCOOTER                                ,2002,9,22,1854
Surat,2,MOTOR CYCLE                                  ,2002,9,9,746
Surat,3,AUTO RICKSHAW,2002,9,26,2233
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2002,9,10,1440
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2002,9,2,200
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2002,9,92,24001
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2002,9,3,760
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2002,9,1,500
Surat,12,TRAILER UPTO 2 TON,2002,9,1,432
Surat,21,TEMPO,2002,9,52,5742
Surat,1,MOPED/SCOOTER                                ,2002,10,32,3156
Surat,2,MOTOR CYCLE                                  ,2002,10,13,1035
Surat,3,AUTO RICKSHAW,2002,10,22,1700
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2002,10,15,3360
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2002,10,21,5090
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2002,10,3,1016
Surat,21,TEMPO,2002,10,9,672
Surat,1,MOPED/SCOOTER                                ,2002,11,27,1611
Surat,2,MOTOR CYCLE                                  ,2002,11,16,1515
Surat,3,AUTO RICKSHAW,2002,11,1,36
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2002,11,11,1152
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2002,11,1,72
Surat,21,TEMPO,2002,11,2,144
Surat,1,MOPED/SCOOTER                                ,2002,12,14,867
Surat,2,MOTOR CYCLE                                  ,2002,12,8,222
Surat,3,AUTO RICKSHAW,2002,12,2,288
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2002,12,2,216
Surat,21,TEMPO,2002,12,1,174
Surat,1,MOPED/SCOOTER                                ,2003,1,21,1338
Surat,2,MOTOR CYCLE                                  ,2003,1,26,2231
Surat,3,AUTO RICKSHAW,2003,1,4,360
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2003,1,16,2939
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2003,1,3,432
Surat,14,TRAILER 4 TO 8 TON,2003,1,1,1800
Surat,21,TEMPO,2003,1,9,864
Surat,1,MOPED/SCOOTER                                ,2003,2,18,2138
Surat,2,MOTOR CYCLE                                  ,2003,2,26,2811
Surat,3,AUTO RICKSHAW,2003,2,2,72
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2003,2,10,4147
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2003,2,5,2836
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2003,2,3,780
Surat,21,TEMPO,2003,2,7,1383
Surat,1,MOPED/SCOOTER                                ,2003,3,23,1470
Surat,2,MOTOR CYCLE                                  ,2003,3,23,1716
Surat,3,AUTO RICKSHAW,2003,3,1,36
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2003,3,6,684
Surat,21,TEMPO,2003,3,2,1150
Surat,1,MOPED/SCOOTER                                ,2003,4,192,65927
Surat,2,MOTOR CYCLE                                  ,2003,4,91,40074
Surat,3,AUTO RICKSHAW,2003,4,3,1101
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2003,4,53,50695
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2003,4,1,2035
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2003,4,3,11211
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2003,4,1,1061
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2003,4,1,1357
Surat,21,TEMPO,2003,4,4,2224
Surat,1,MOPED/SCOOTER                                ,2003,5,83,36093
Surat,2,MOTOR CYCLE                                  ,2003,5,49,20878
Surat,3,AUTO RICKSHAW,2003,5,5,3095
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2003,5,47,56059
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2003,5,5,13355
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2003,5,1,3307
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2003,5,1,817
Surat,21,TEMPO,2003,5,5,2009
Surat,1,MOPED/SCOOTER                                ,2003,6,73,26260
Surat,2,MOTOR CYCLE                                  ,2003,6,72,34255
Surat,3,AUTO RICKSHAW,2003,6,5,3311
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2003,6,80,111571
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2003,6,58,112039
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2003,6,1,2167
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2003,6,4,7303
Surat,21,TEMPO,2003,6,10,6406
Surat,1,MOPED/SCOOTER                                ,2003,7,44,15420
Surat,2,MOTOR CYCLE                                  ,2003,7,46,19949
Surat,3,AUTO RICKSHAW,2003,7,4,2908
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2003,7,96,127290
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2003,7,12,27419
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2003,7,2,4703
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2003,7,3,6141
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2003,7,1,727
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2003,7,1,5107
Surat,21,TEMPO,2003,7,23,16181
Surat,1,MOPED/SCOOTER                                ,2003,8,32,11389
Surat,2,MOTOR CYCLE                                  ,2003,8,69,31609
Surat,3,AUTO RICKSHAW,2003,8,4,2908
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2003,8,100,130071
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2003,8,1,2302
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2003,8,6,12436
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2003,8,2,5834
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2003,8,1,3540
Surat,15,TRAILER 8 TO 12 TON,2003,8,1,3453
Surat,21,TEMPO,2003,8,23,16397
Surat,1,MOPED/SCOOTER                                ,2003,9,20,6301
Surat,2,MOTOR CYCLE                                  ,2003,9,27,13110
Surat,3,AUTO RICKSHAW,2003,9,6,3858
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2003,9,77,98686
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2003,9,3,4302
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2003,9,3,15321
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2003,9,1,6757
Surat,21,TEMPO,2003,9,31,22583
Surat,1,MOPED/SCOOTER                                ,2003,10,18,5440
Surat,2,MOTOR CYCLE                                  ,2003,10,29,11280
Surat,3,AUTO RICKSHAW,2003,10,3,1532
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2003,10,122,159484
Surat,7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2003,10,1,1357
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2003,10,6,20292
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2003,10,13,52851
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2003,10,2,7634
Surat,14,TRAILER 4 TO 8 TON,2003,10,1,2160
Surat,21,TEMPO,2003,10,31,23885
Surat,1,MOPED/SCOOTER                                ,2003,11,17,5306
Surat,2,MOTOR CYCLE                                  ,2003,11,21,5006
Surat,3,AUTO RICKSHAW,2003,11,5,2139
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2003,11,74,100189
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2003,11,1,2302
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2003,11,1,727
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2003,11,2,10214
Surat,21,TEMPO,2003,11,16,11632
Surat,1,MOPED/SCOOTER                                ,2003,12,23,8287
Surat,2,MOTOR CYCLE                                  ,2003,12,33,15416
Surat,3,AUTO RICKSHAW,2003,12,8,5312
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2003,12,64,78999
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2003,12,1,2302
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2003,12,1,2230
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2003,12,4,2737
Surat,21,TEMPO,2003,12,8,6128
Surat,1,MOPED/SCOOTER                                ,2004,1,20,5648
Surat,2,MOTOR CYCLE                                  ,2004,1,14,4843
Surat,3,AUTO RICKSHAW,2004,1,2,1310
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2004,1,63,83058
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2004,1,4,9208
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2004,1,1,6757
Surat,14,TRAILER 4 TO 8 TON,2004,1,24,81121
Surat,21,TEMPO,2004,1,5,3227
Surat,1,MOPED/SCOOTER                                ,2004,2,239,92636
Surat,2,MOTOR CYCLE                                  ,2004,2,201,103312
Surat,3,AUTO RICKSHAW,2004,2,22,16448
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2004,2,231,298894
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2004,2,1,2707
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2004,2,4,9628
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2004,2,21,36639
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2004,2,5,19807
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2004,2,1,6502
Surat,12,TRAILER UPTO 2 TON,2004,2,1,4012
Surat,14,TRAILER 4 TO 8 TON,2004,2,2,6776
Surat,21,TEMPO,2004,2,21,15087
Surat,1,MOPED/SCOOTER                                ,2004,3,131,50606
Surat,2,MOTOR CYCLE                                  ,2004,3,132,61432
Surat,3,AUTO RICKSHAW,2004,3,8,7112
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2004,3,153,206202
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2004,3,1,2232
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2004,3,1,2392
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2004,3,30,86980
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2004,3,4,17458
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2004,3,2,13574
Surat,14,TRAILER 4 TO 8 TON,2004,3,4,14638
Surat,21,TEMPO,2004,3,8,5178
Surat,1,MOPED/SCOOTER                                ,2004,4,39,16641
Surat,2,MOTOR CYCLE                                  ,2004,4,47,24943
Surat,3,AUTO RICKSHAW,2004,4,6,6594
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2004,4,51,66626
Surat,6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2004,4,1,2125
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2004,4,12,40995
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2004,4,3,11219
Surat,14,TRAILER 4 TO 8 TON,2004,4,1,3326
Surat,21,TEMPO,2004,4,2,1754
Surat,1,MOPED/SCOOTER                                ,2004,5,31,10313
Surat,2,MOTOR CYCLE                                  ,2004,5,29,13932
Surat,3,AUTO RICKSHAW,2004,5,2,770
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2004,5,32,40740
Surat,5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2004,5,3,6906
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2004,5,1,390
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2004,5,3,10371
Surat,21,TEMPO,2004,5,1,1003
Surat,1,MOPED/SCOOTER                                ,2004,6,4,1672
Surat,2,MOTOR CYCLE                                  ,2004,6,16,3213
Surat,3,AUTO RICKSHAW,2004,6,1,187
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2004,6,6,8428
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2004,6,2,6494
Surat,1,MOPED/SCOOTER                                ,2004,7,8,2566
Surat,2,MOTOR CYCLE                                  ,2004,7,18,4798
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2004,7,9,9178
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2004,7,3,9846
Surat,21,TEMPO,2004,7,2,1262
Surat,1,MOPED/SCOOTER                                ,2004,8,7,1004
Surat,2,MOTOR CYCLE                                  ,2004,8,10,1344
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2004,8,2,1447
Surat,1,MOPED/SCOOTER                                ,2004,9,8,3242
Surat,2,MOTOR CYCLE                                  ,2004,9,16,4525
Surat,3,AUTO RICKSHAW,2004,9,1,37
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2004,9,3,3352
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2004,9,4,13663
Surat,21,TEMPO,2004,9,1,367
Surat,1,MOPED/SCOOTER                                ,2004,10,8,2714
Surat,2,MOTOR CYCLE                                  ,2004,10,15,3217
Surat,3,AUTO RICKSHAW,2004,10,2,1394
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2004,10,1,1357
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2004,10,1,3472
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2004,10,2,8744
Surat,21,TEMPO,2004,10,1,331
Surat,1,MOPED/SCOOTER                                ,2004,11,4,856
Surat,2,MOTOR CYCLE                                  ,2004,11,5,522
Surat,3,AUTO RICKSHAW,2004,11,1,72
Surat,1,MOPED/SCOOTER                                ,2004,12,6,839
Surat,2,MOTOR CYCLE                                  ,2004,12,18,3447
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2004,12,4,4298
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2004,12,1,1162
Surat,21,TEMPO,2004,12,1,727
Surat,1,MOPED/SCOOTER                                ,2005,1,5,1385
Surat,2,MOTOR CYCLE                                  ,2005,1,9,1326
Surat,4,PRIVATE MOTOR CAR/JEEP CAR,2005,1,4,3861
Surat,8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2005,1,2,6029
Surat,9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2005,1,1,1357
Surat,10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2005,1,1,4897
Surat,11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2005,1,2,5032
Surat,21,TEMPO,2005,1,1,3307
Surat,1,MOPED/SCOOTER                                ,2005,2,29,12962
